"","País","Ano","Sexo","Idade","Suicidios","População","Suicidios por 100 mil habitantes","IDH","PIB per capita"
"6065","Costa Rica",1989,"Feminino","55 à 74 anos",1,115000,0.87,NA,2686
"6066","Costa Rica",1989,"Feminino","5 à 14 anos",2,334000,0.6,NA,2686
"6067","Costa Rica",1989,"Masculino","5 à 14 anos",2,349000,0.57,NA,2686
"6068","Costa Rica",1989,"Feminino","75 anos ou mais",0,22000,0,NA,2686
"6069","Costa Rica",1990,"Masculino","75 anos ou mais",5,19000,26.32,0.652,2817
"6070","Costa Rica",1990,"Masculino","35 à 54 anos",49,276000,17.75,0.652,2817
"6071","Costa Rica",1990,"Masculino","55 à 74 anos",15,113000,13.27,0.652,2817
"6072","Costa Rica",1990,"Masculino","15 à 24 anos",35,294000,11.9,0.652,2817
"6073","Costa Rica",1990,"Masculino","25 à 34 anos",31,267000,11.61,0.652,2817
"6074","Costa Rica",1990,"Feminino","75 anos ou mais",1,23800,4.2,0.652,2817
"6075","Costa Rica",1990,"Feminino","35 à 54 anos",6,273000,2.2,0.652,2817
"6076","Costa Rica",1990,"Feminino","15 à 24 anos",5,283000,1.77,0.652,2817
"6077","Costa Rica",1990,"Feminino","55 à 74 anos",2,119000,1.68,0.652,2817
"6078","Costa Rica",1990,"Feminino","25 à 34 anos",3,259000,1.16,0.652,2817
"6079","Costa Rica",1990,"Masculino","5 à 14 anos",4,358000,1.12,0.652,2817
"6080","Costa Rica",1990,"Feminino","5 à 14 anos",1,343000,0.29,0.652,2817
"6081","Costa Rica",1991,"Masculino","35 à 54 anos",41,289000,14.19,NA,2651
"6082","Costa Rica",1991,"Masculino","55 à 74 anos",16,117000,13.68,NA,2651
"6083","Costa Rica",1991,"Masculino","25 à 34 anos",31,274000,11.31,NA,2651
"6084","Costa Rica",1991,"Masculino","75 anos ou mais",2,19000,10.53,NA,2651
"6085","Costa Rica",1991,"Masculino","15 à 24 anos",15,298000,5.03,NA,2651
"6086","Costa Rica",1991,"Feminino","15 à 24 anos",10,286000,3.5,NA,2651
"6087","Costa Rica",1991,"Feminino","35 à 54 anos",6,287000,2.09,NA,2651
"6088","Costa Rica",1991,"Feminino","25 à 34 anos",3,267000,1.12,NA,2651
"6089","Costa Rica",1991,"Masculino","5 à 14 anos",1,367000,0.27,NA,2651
"6090","Costa Rica",1991,"Feminino","5 à 14 anos",0,351000,0,NA,2651
"6091","Costa Rica",1991,"Feminino","55 à 74 anos",0,124000,0,NA,2651
"6092","Costa Rica",1991,"Feminino","75 anos ou mais",0,25000,0,NA,2651
"6093","Costa Rica",1992,"Masculino","35 à 54 anos",48,303600,15.81,NA,3070
"6094","Costa Rica",1992,"Masculino","75 anos ou mais",3,20200,14.85,NA,3070
"6095","Costa Rica",1992,"Masculino","55 à 74 anos",15,121500,12.35,NA,3070
"6096","Costa Rica",1992,"Masculino","25 à 34 anos",30,280800,10.68,NA,3070
"6097","Costa Rica",1992,"Masculino","15 à 24 anos",28,301000,9.3,NA,3070
"6098","Costa Rica",1992,"Feminino","25 à 34 anos",12,272500,4.4,NA,3070
"6099","Costa Rica",1992,"Feminino","15 à 24 anos",5,288800,1.73,NA,3070
"6100","Costa Rica",1992,"Feminino","55 à 74 anos",2,128100,1.56,NA,3070
"6101","Costa Rica",1992,"Feminino","35 à 54 anos",4,300600,1.33,NA,3070
"6102","Costa Rica",1992,"Masculino","5 à 14 anos",2,375600,0.53,NA,3070
"6103","Costa Rica",1992,"Feminino","5 à 14 anos",0,359200,0,NA,3070
"6104","Costa Rica",1992,"Feminino","75 anos ou mais",0,26500,0,NA,3070
"6105","Costa Rica",1993,"Masculino","75 anos ou mais",8,21300,37.56,NA,3342
"6106","Costa Rica",1993,"Masculino","35 à 54 anos",47,318500,14.76,NA,3342
"6107","Costa Rica",1993,"Masculino","55 à 74 anos",18,125600,14.33,NA,3342
"6108","Costa Rica",1993,"Masculino","25 à 34 anos",38,286500,13.26,NA,3342
"6109","Costa Rica",1993,"Masculino","15 à 24 anos",26,305800,8.5,NA,3342
"6110","Costa Rica",1993,"Feminino","25 à 34 anos",9,277700,3.24,NA,3342
"6111","Costa Rica",1993,"Feminino","35 à 54 anos",9,315100,2.86,NA,3342
"6112","Costa Rica",1993,"Feminino","55 à 74 anos",3,132400,2.27,NA,3342
"6113","Costa Rica",1993,"Feminino","15 à 24 anos",6,293100,2.05,NA,3342
"6114","Costa Rica",1993,"Feminino","5 à 14 anos",0,366500,0,NA,3342
"6115","Costa Rica",1993,"Feminino","75 anos ou mais",0,27800,0,NA,3342
"6116","Costa Rica",1993,"Masculino","5 à 14 anos",0,383400,0,NA,3342
"6117","Costa Rica",1994,"Masculino","75 anos ou mais",5,22300,22.42,NA,3562
"6118","Costa Rica",1994,"Masculino","35 à 54 anos",44,333900,13.18,NA,3562
"6119","Costa Rica",1994,"Masculino","25 à 34 anos",36,290800,12.38,NA,3562
"6120","Costa Rica",1994,"Masculino","55 à 74 anos",15,129900,11.55,NA,3562
"6121","Costa Rica",1994,"Masculino","15 à 24 anos",30,311600,9.63,NA,3562
"6122","Costa Rica",1994,"Feminino","15 à 24 anos",10,298600,3.35,NA,3562
"6123","Costa Rica",1994,"Feminino","25 à 34 anos",9,281600,3.2,NA,3562
"6124","Costa Rica",1994,"Feminino","55 à 74 anos",3,137000,2.19,NA,3562
"6125","Costa Rica",1994,"Feminino","35 à 54 anos",7,330200,2.12,NA,3562
"6126","Costa Rica",1994,"Masculino","5 à 14 anos",3,390600,0.77,NA,3562
"6127","Costa Rica",1994,"Feminino","5 à 14 anos",0,373400,0,NA,3562
"6128","Costa Rica",1994,"Feminino","75 anos ou mais",0,29200,0,NA,3562
"6129","Costa Rica",1995,"Masculino","35 à 54 anos",62,362400,17.11,0.682,3672
"6130","Costa Rica",1995,"Masculino","25 à 34 anos",45,306500,14.68,0.682,3672
"6131","Costa Rica",1995,"Masculino","55 à 74 anos",19,140300,13.54,0.682,3672
"6132","Costa Rica",1995,"Masculino","15 à 24 anos",40,339200,11.79,0.682,3672
"6133","Costa Rica",1995,"Masculino","75 anos ou mais",2,23800,8.4,0.682,3672
"6134","Costa Rica",1995,"Feminino","15 à 24 anos",13,322600,4.03,0.682,3672
"6135","Costa Rica",1995,"Feminino","35 à 54 anos",11,357400,3.08,0.682,3672
"6136","Costa Rica",1995,"Feminino","55 à 74 anos",4,146500,2.73,0.682,3672
"6137","Costa Rica",1995,"Feminino","25 à 34 anos",7,296100,2.36,0.682,3672
"6138","Costa Rica",1995,"Masculino","5 à 14 anos",5,414500,1.21,0.682,3672
"6139","Costa Rica",1995,"Feminino","5 à 14 anos",1,395000,0.25,0.682,3672
"6140","Costa Rica",1995,"Feminino","75 anos ou mais",0,30900,0,0.682,3672
"6141","Costa Rica",1996,"Masculino","75 anos ou mais",8,29520,27.1,NA,3639
"6142","Costa Rica",1996,"Masculino","25 à 34 anos",60,300262,19.98,NA,3639
"6143","Costa Rica",1996,"Masculino","15 à 24 anos",47,320846,14.65,NA,3639
"6144","Costa Rica",1996,"Masculino","35 à 54 anos",49,393144,12.46,NA,3639
"6145","Costa Rica",1996,"Masculino","55 à 74 anos",19,156359,12.15,NA,3639
"6146","Costa Rica",1996,"Feminino","15 à 24 anos",11,312158,3.52,NA,3639
"6147","Costa Rica",1996,"Feminino","25 à 34 anos",6,298831,2.01,NA,3639
"6148","Costa Rica",1996,"Feminino","55 à 74 anos",2,164906,1.21,NA,3639
"6149","Costa Rica",1996,"Feminino","35 à 54 anos",4,391192,1.02,NA,3639
"6150","Costa Rica",1996,"Masculino","5 à 14 anos",2,401478,0.5,NA,3639
"6151","Costa Rica",1996,"Feminino","5 à 14 anos",1,385069,0.26,NA,3639
"6152","Costa Rica",1996,"Feminino","75 anos ou mais",0,38681,0,NA,3639
"6153","Costa Rica",1997,"Masculino","55 à 74 anos",28,162349,17.25,NA,3827
"6154","Costa Rica",1997,"Masculino","75 anos ou mais",5,30984,16.14,NA,3827
"6155","Costa Rica",1997,"Masculino","25 à 34 anos",39,301566,12.93,NA,3827
"6156","Costa Rica",1997,"Masculino","15 à 24 anos",42,331912,12.65,NA,3827
"6157","Costa Rica",1997,"Masculino","35 à 54 anos",40,410741,9.74,NA,3827
"6158","Costa Rica",1997,"Feminino","15 à 24 anos",14,322577,4.34,NA,3827
"6159","Costa Rica",1997,"Feminino","75 anos ou mais",1,40512,2.47,NA,3827
"6160","Costa Rica",1997,"Feminino","35 à 54 anos",6,409574,1.46,NA,3827
"6161","Costa Rica",1997,"Feminino","25 à 34 anos",4,300896,1.33,NA,3827
"6162","Costa Rica",1997,"Masculino","5 à 14 anos",5,407029,1.23,NA,3827
"6163","Costa Rica",1997,"Feminino","55 à 74 anos",1,171045,0.58,NA,3827
"6164","Costa Rica",1997,"Feminino","5 à 14 anos",2,390374,0.51,NA,3827
"6165","Costa Rica",1998,"Masculino","75 anos ou mais",7,32456,21.57,NA,4046
"6166","Costa Rica",1998,"Masculino","25 à 34 anos",55,302152,18.2,NA,4046
"6167","Costa Rica",1998,"Masculino","35 à 54 anos",68,428730,15.86,NA,4046
"6168","Costa Rica",1998,"Masculino","55 à 74 anos",24,168800,14.22,NA,4046
"6169","Costa Rica",1998,"Masculino","15 à 24 anos",42,343821,12.22,NA,4046
"6170","Costa Rica",1998,"Feminino","25 à 34 anos",8,302192,2.65,NA,4046
"6171","Costa Rica",1998,"Feminino","75 anos ou mais",1,42412,2.36,NA,4046
"6172","Costa Rica",1998,"Feminino","15 à 24 anos",6,333728,1.8,NA,4046
"6173","Costa Rica",1998,"Feminino","35 à 54 anos",5,428449,1.17,NA,4046
"6174","Costa Rica",1998,"Masculino","5 à 14 anos",4,411117,0.97,NA,4046
"6175","Costa Rica",1998,"Feminino","55 à 74 anos",1,177615,0.56,NA,4046
"6176","Costa Rica",1998,"Feminino","5 à 14 anos",2,394254,0.51,NA,4046
"6177","Costa Rica",1999,"Masculino","35 à 54 anos",80,446435,17.92,NA,4115
"6178","Costa Rica",1999,"Masculino","25 à 34 anos",52,303003,17.16,NA,4115
"6179","Costa Rica",1999,"Masculino","55 à 74 anos",27,175883,15.35,NA,4115
"6180","Costa Rica",1999,"Masculino","75 anos ou mais",5,33964,14.72,NA,4115
"6181","Costa Rica",1999,"Masculino","15 à 24 anos",46,355592,12.94,NA,4115
"6182","Costa Rica",1999,"Feminino","15 à 24 anos",8,344682,2.32,NA,4115
"6183","Costa Rica",1999,"Feminino","25 à 34 anos",6,303573,1.98,NA,4115
"6184","Costa Rica",1999,"Feminino","35 à 54 anos",6,447153,1.34,NA,4115
"6185","Costa Rica",1999,"Feminino","55 à 74 anos",2,184770,1.08,NA,4115
"6186","Costa Rica",1999,"Feminino","5 à 14 anos",1,396706,0.25,NA,4115
"6187","Costa Rica",1999,"Feminino","75 anos ou mais",0,44418,0,NA,4115
"6188","Costa Rica",1999,"Masculino","5 à 14 anos",0,413744,0,NA,4115
"6189","Costa Rica",2000,"Masculino","75 anos ou mais",6,35531,16.89,0.704,4233
"6190","Costa Rica",2000,"Masculino","35 à 54 anos",77,463390,16.62,0.704,4233
"6191","Costa Rica",2000,"Masculino","25 à 34 anos",50,304784,16.41,0.704,4233
"6192","Costa Rica",2000,"Masculino","15 à 24 anos",53,366507,14.46,0.704,4233
"6193","Costa Rica",2000,"Masculino","55 à 74 anos",24,183691,13.07,0.704,4233
"6194","Costa Rica",2000,"Feminino","25 à 34 anos",11,305607,3.6,0.704,4233
"6195","Costa Rica",2000,"Feminino","75 anos ou mais",1,46564,2.15,0.704,4233
"6196","Costa Rica",2000,"Feminino","15 à 24 anos",7,354767,1.97,0.704,4233
"6197","Costa Rica",2000,"Feminino","55 à 74 anos",3,192579,1.56,0.704,4233
"6198","Costa Rica",2000,"Feminino","35 à 54 anos",5,465213,1.07,0.704,4233
"6199","Costa Rica",2000,"Feminino","5 à 14 anos",1,397794,0.25,0.704,4233
"6200","Costa Rica",2000,"Masculino","5 à 14 anos",1,414994,0.24,0.704,4233
"6201","Costa Rica",2001,"Masculino","75 anos ou mais",7,37569,18.63,NA,4412
"6202","Costa Rica",2001,"Masculino","25 à 34 anos",44,306660,14.35,NA,4412
"6203","Costa Rica",2001,"Masculino","35 à 54 anos",61,478354,12.75,NA,4412
"6204","Costa Rica",2001,"Masculino","55 à 74 anos",22,191573,11.48,NA,4412
"6205","Costa Rica",2001,"Masculino","15 à 24 anos",32,376105,8.51,NA,4412
"6206","Costa Rica",2001,"Feminino","25 à 34 anos",9,307251,2.93,NA,4412
"6207","Costa Rica",2001,"Feminino","15 à 24 anos",9,363807,2.47,NA,4412
"6208","Costa Rica",2001,"Feminino","75 anos ou mais",1,48980,2.04,NA,4412
"6209","Costa Rica",2001,"Feminino","35 à 54 anos",8,481374,1.66,NA,4412
"6210","Costa Rica",2001,"Masculino","5 à 14 anos",4,415961,0.96,NA,4412
"6211","Costa Rica",2001,"Feminino","5 à 14 anos",1,398691,0.25,NA,4412
"6212","Costa Rica",2001,"Feminino","55 à 74 anos",0,200525,0,NA,4412
"6213","Costa Rica",2002,"Masculino","75 anos ou mais",8,39629,20.19,NA,4485
"6214","Costa Rica",2002,"Masculino","25 à 34 anos",54,309463,17.45,NA,4485
"6215","Costa Rica",2002,"Masculino","35 à 54 anos",84,492487,17.06,NA,4485
"6216","Costa Rica",2002,"Masculino","15 à 24 anos",58,384925,15.07,NA,4485
"6217","Costa Rica",2002,"Masculino","55 à 74 anos",28,200247,13.98,NA,4485
"6218","Costa Rica",2002,"Feminino","15 à 24 anos",18,372135,4.84,NA,4485
"6219","Costa Rica",2002,"Feminino","25 à 34 anos",8,309561,2.58,NA,4485
"6220","Costa Rica",2002,"Feminino","35 à 54 anos",9,496715,1.81,NA,4485
"6221","Costa Rica",2002,"Feminino","55 à 74 anos",3,209232,1.43,NA,4485
"6222","Costa Rica",2002,"Masculino","5 à 14 anos",4,415939,0.96,NA,4485
"6223","Costa Rica",2002,"Feminino","5 à 14 anos",1,398576,0.25,NA,4485
"6224","Costa Rica",2002,"Feminino","75 anos ou mais",0,51463,0,NA,4485
"6225","Costa Rica",2003,"Masculino","75 anos ou mais",13,41697,31.18,NA,4583
"6226","Costa Rica",2003,"Masculino","55 à 74 anos",39,209479,18.62,NA,4583
"6227","Costa Rica",2003,"Masculino","35 à 54 anos",91,505821,17.99,NA,4583
"6228","Costa Rica",2003,"Masculino","25 à 34 anos",55,313369,17.55,NA,4583
"6229","Costa Rica",2003,"Masculino","15 à 24 anos",62,392847,15.78,NA,4583
"6230","Costa Rica",2003,"Feminino","15 à 24 anos",28,379600,7.38,NA,4583
"6231","Costa Rica",2003,"Feminino","25 à 34 anos",9,312775,2.88,NA,4583
"6232","Costa Rica",2003,"Feminino","35 à 54 anos",11,511236,2.15,NA,4583
"6233","Costa Rica",2003,"Feminino","55 à 74 anos",3,218504,1.37,NA,4583
"6234","Costa Rica",2003,"Feminino","5 à 14 anos",2,397535,0.5,NA,4583
"6235","Costa Rica",2003,"Masculino","5 à 14 anos",2,414988,0.48,NA,4583
"6236","Costa Rica",2003,"Feminino","75 anos ou mais",0,54020,0,NA,4583
"6237","Costa Rica",2004,"Masculino","35 à 54 anos",104,518436,20.06,NA,4850
"6238","Costa Rica",2004,"Masculino","55 à 74 anos",42,218871,19.19,NA,4850
"6239","Costa Rica",2004,"Masculino","25 à 34 anos",60,318518,18.84,NA,4850
"6240","Costa Rica",2004,"Masculino","15 à 24 anos",68,399768,17.01,NA,4850
"6241","Costa Rica",2004,"Masculino","75 anos ou mais",5,43755,11.43,NA,4850
"6242","Costa Rica",2004,"Feminino","25 à 34 anos",10,317112,3.15,NA,4850
"6243","Costa Rica",2004,"Feminino","15 à 24 anos",12,386068,3.11,NA,4850
"6244","Costa Rica",2004,"Feminino","55 à 74 anos",6,228002,2.63,NA,4850
"6245","Costa Rica",2004,"Feminino","35 à 54 anos",12,524975,2.29,NA,4850
"6246","Costa Rica",2004,"Feminino","75 anos ou mais",1,56632,1.77,NA,4850
"6247","Costa Rica",2004,"Feminino","5 à 14 anos",3,395605,0.76,NA,4850
"6248","Costa Rica",2004,"Masculino","5 à 14 anos",2,413115,0.48,NA,4850
"6249","Costa Rica",2005,"Masculino","35 à 54 anos",98,530417,18.48,0.723,5133
"6250","Costa Rica",2005,"Masculino","55 à 74 anos",35,228210,15.34,0.723,5133
"6251","Costa Rica",2005,"Masculino","25 à 34 anos",48,324955,14.77,0.723,5133
"6252","Costa Rica",2005,"Masculino","15 à 24 anos",44,405622,10.85,0.723,5133
"6253","Costa Rica",2005,"Masculino","75 anos ou mais",4,45822,8.73,0.723,5133
"6254","Costa Rica",2005,"Feminino","15 à 24 anos",14,391463,3.58,0.723,5133
"6255","Costa Rica",2005,"Feminino","35 à 54 anos",16,537986,2.97,0.723,5133
"6256","Costa Rica",2005,"Feminino","25 à 34 anos",7,322680,2.17,0.723,5133
"6257","Costa Rica",2005,"Feminino","55 à 74 anos",2,237549,0.84,0.723,5133
"6258","Costa Rica",2005,"Feminino","5 à 14 anos",2,392773,0.51,0.723,5133
"6259","Costa Rica",2005,"Masculino","5 à 14 anos",2,410294,0.49,0.723,5133
"6260","Costa Rica",2005,"Feminino","75 anos ou mais",0,59325,0,0.723,5133
"6261","Costa Rica",2006,"Masculino","35 à 54 anos",123,541859,22.7,NA,5716
"6262","Costa Rica",2006,"Masculino","25 à 34 anos",61,332995,18.32,NA,5716
"6263","Costa Rica",2006,"Masculino","55 à 74 anos",37,236947,15.62,NA,5716
"6264","Costa Rica",2006,"Masculino","15 à 24 anos",63,410875,15.33,NA,5716
"6265","Costa Rica",2006,"Masculino","75 anos ou mais",5,48273,10.36,NA,5716
"6266","Costa Rica",2006,"Feminino","15 à 24 anos",18,396374,4.54,NA,5716
"6267","Costa Rica",2006,"Feminino","75 anos ou mais",2,62224,3.21,NA,5716
"6268","Costa Rica",2006,"Feminino","25 à 34 anos",10,329678,3.03,NA,5716
"6269","Costa Rica",2006,"Feminino","35 à 54 anos",14,550398,2.54,NA,5716
"6270","Costa Rica",2006,"Feminino","55 à 74 anos",6,246771,2.43,NA,5716
"6271","Costa Rica",2006,"Masculino","5 à 14 anos",6,407521,1.47,NA,5716
"6272","Costa Rica",2006,"Feminino","5 à 14 anos",5,390001,1.28,NA,5716
"6273","Costa Rica",2007,"Masculino","35 à 54 anos",90,552299,16.3,NA,6661
"6274","Costa Rica",2007,"Masculino","25 à 34 anos",53,342197,15.49,NA,6661
"6275","Costa Rica",2007,"Masculino","55 à 74 anos",32,245529,13.03,NA,6661
"6276","Costa Rica",2007,"Masculino","15 à 24 anos",46,414675,11.09,NA,6661
"6277","Costa Rica",2007,"Masculino","75 anos ou mais",4,50648,7.9,NA,6661
"6278","Costa Rica",2007,"Feminino","15 à 24 anos",20,399875,5,NA,6661
"6279","Costa Rica",2007,"Feminino","25 à 34 anos",11,337810,3.26,NA,6661
"6280","Costa Rica",2007,"Feminino","35 à 54 anos",9,561684,1.6,NA,6661
"6281","Costa Rica",2007,"Feminino","55 à 74 anos",3,255955,1.17,NA,6661
"6282","Costa Rica",2007,"Feminino","5 à 14 anos",1,386007,0.26,NA,6661
"6283","Costa Rica",2007,"Masculino","5 à 14 anos",1,403466,0.25,NA,6661
"6284","Costa Rica",2007,"Feminino","75 anos ou mais",0,65096,0,NA,6661
"6285","Costa Rica",2008,"Masculino","35 à 54 anos",101,562044,17.97,NA,7517
"6286","Costa Rica",2008,"Masculino","15 à 24 anos",52,417256,12.46,NA,7517
"6287","Costa Rica",2008,"Masculino","55 à 74 anos",31,254352,12.19,NA,7517
"6288","Costa Rica",2008,"Masculino","25 à 34 anos",38,352104,10.79,NA,7517
"6289","Costa Rica",2008,"Masculino","75 anos ou mais",4,53001,7.55,NA,7517
"6290","Costa Rica",2008,"Feminino","75 anos ou mais",2,68001,2.94,NA,7517
"6291","Costa Rica",2008,"Feminino","15 à 24 anos",9,402172,2.24,NA,7517
"6292","Costa Rica",2008,"Feminino","55 à 74 anos",5,265460,1.88,NA,7517
"6293","Costa Rica",2008,"Feminino","35 à 54 anos",10,572144,1.75,NA,7517
"6294","Costa Rica",2008,"Feminino","25 à 34 anos",6,346673,1.73,NA,7517
"6295","Costa Rica",2008,"Feminino","5 à 14 anos",2,381011,0.52,NA,7517
"6296","Costa Rica",2008,"Masculino","5 à 14 anos",1,398343,0.25,NA,7517
"6297","Costa Rica",2009,"Masculino","25 à 34 anos",60,362045,16.57,NA,7403
"6298","Costa Rica",2009,"Masculino","35 à 54 anos",86,571583,15.05,NA,7403
"6299","Costa Rica",2009,"Masculino","15 à 24 anos",51,418996,12.17,NA,7403
"6300","Costa Rica",2009,"Masculino","55 à 74 anos",32,264036,12.12,NA,7403
"6301","Costa Rica",2009,"Masculino","75 anos ou mais",6,55391,10.83,NA,7403
"6302","Costa Rica",2009,"Feminino","25 à 34 anos",10,355653,2.81,NA,7403
"6303","Costa Rica",2009,"Feminino","15 à 24 anos",11,403629,2.73,NA,7403
"6304","Costa Rica",2009,"Feminino","35 à 54 anos",13,582223,2.23,NA,7403
"6305","Costa Rica",2009,"Feminino","55 à 74 anos",5,275859,1.81,NA,7403
"6306","Costa Rica",2009,"Feminino","5 à 14 anos",3,375428,0.8,NA,7403
"6307","Costa Rica",2009,"Masculino","5 à 14 anos",1,392594,0.25,NA,7403
"6308","Costa Rica",2009,"Feminino","75 anos ou mais",0,71022,0,NA,7403
"6309","Costa Rica",2010,"Masculino","25 à 34 anos",74,371498,19.92,0.75,8906
"6310","Costa Rica",2010,"Masculino","35 à 54 anos",106,581171,18.24,0.75,8906
"6311","Costa Rica",2010,"Masculino","55 à 74 anos",36,274921,13.09,0.75,8906
"6312","Costa Rica",2010,"Masculino","75 anos ou mais",7,57885,12.09,0.75,8906
"6313","Costa Rica",2010,"Masculino","15 à 24 anos",40,420069,9.52,0.75,8906
"6314","Costa Rica",2010,"Feminino","25 à 34 anos",12,364253,3.29,0.75,8906
"6315","Costa Rica",2010,"Feminino","35 à 54 anos",16,592166,2.7,0.75,8906
"6316","Costa Rica",2010,"Feminino","15 à 24 anos",10,404425,2.47,0.75,8906
"6317","Costa Rica",2010,"Feminino","55 à 74 anos",5,287471,1.74,0.75,8906
"6318","Costa Rica",2010,"Masculino","5 à 14 anos",5,386778,1.29,0.75,8906
"6319","Costa Rica",2010,"Feminino","5 à 14 anos",0,369792,0,0.75,8906
"6320","Costa Rica",2010,"Feminino","75 anos ou mais",0,74234,0,0.75,8906
"6321","Costa Rica",2011,"Masculino","25 à 34 anos",72,379928,18.95,0.756,9978
"6322","Costa Rica",2011,"Masculino","75 anos ou mais",9,60741,14.82,0.756,9978
"6323","Costa Rica",2011,"Masculino","35 à 54 anos",85,589634,14.42,0.756,9978
"6324","Costa Rica",2011,"Masculino","55 à 74 anos",40,285540,14.01,0.756,9978
"6325","Costa Rica",2011,"Masculino","15 à 24 anos",52,419970,12.38,0.756,9978
"6326","Costa Rica",2011,"Feminino","15 à 24 anos",20,404197,4.95,0.756,9978
"6327","Costa Rica",2011,"Feminino","55 à 74 anos",8,299105,2.67,0.756,9978
"6328","Costa Rica",2011,"Feminino","35 à 54 anos",14,600898,2.33,0.756,9978
"6329","Costa Rica",2011,"Feminino","25 à 34 anos",8,371907,2.15,0.756,9978
"6330","Costa Rica",2011,"Masculino","5 à 14 anos",5,381413,1.31,0.756,9978
"6331","Costa Rica",2011,"Feminino","75 anos ou mais",1,77576,1.29,0.756,9978
"6332","Costa Rica",2011,"Feminino","5 à 14 anos",2,364605,0.55,0.756,9978
"6333","Costa Rica",2012,"Masculino","35 à 54 anos",94,598555,15.7,0.761,10832
"6334","Costa Rica",2012,"Masculino","25 à 34 anos",55,387974,14.18,0.761,10832
"6335","Costa Rica",2012,"Masculino","15 à 24 anos",58,419511,13.83,0.761,10832
"6336","Costa Rica",2012,"Masculino","55 à 74 anos",40,297364,13.45,0.761,10832
"6337","Costa Rica",2012,"Masculino","75 anos ou mais",8,63663,12.57,0.761,10832
"6338","Costa Rica",2012,"Feminino","35 à 54 anos",16,609857,2.62,0.761,10832
"6339","Costa Rica",2012,"Feminino","15 à 24 anos",10,403604,2.48,0.761,10832
"6340","Costa Rica",2012,"Feminino","55 à 74 anos",6,311981,1.92,0.761,10832
"6341","Costa Rica",2012,"Feminino","25 à 34 anos",7,379310,1.85,0.761,10832
"6342","Costa Rica",2012,"Masculino","5 à 14 anos",5,377001,1.33,0.761,10832
"6343","Costa Rica",2012,"Feminino","5 à 14 anos",3,360319,0.83,0.761,10832
"6344","Costa Rica",2012,"Feminino","75 anos ou mais",0,81071,0,0.761,10832
"6345","Costa Rica",2013,"Masculino","25 à 34 anos",75,395371,18.97,0.764,11443
"6346","Costa Rica",2013,"Masculino","75 anos ou mais",12,66659,18,0.764,11443
"6347","Costa Rica",2013,"Masculino","55 à 74 anos",49,310249,15.79,0.764,11443
"6348","Costa Rica",2013,"Masculino","35 à 54 anos",82,607709,13.49,0.764,11443
"6349","Costa Rica",2013,"Masculino","15 à 24 anos",48,418437,11.47,0.764,11443
"6350","Costa Rica",2013,"Feminino","25 à 34 anos",11,386168,2.85,0.764,11443
"6351","Costa Rica",2013,"Feminino","35 à 54 anos",13,618837,2.1,0.764,11443
"6352","Costa Rica",2013,"Feminino","15 à 24 anos",8,402392,1.99,0.764,11443
"6353","Costa Rica",2013,"Masculino","5 à 14 anos",6,373658,1.61,0.764,11443
"6354","Costa Rica",2013,"Feminino","55 à 74 anos",5,325956,1.53,0.764,11443
"6355","Costa Rica",2013,"Feminino","75 anos ou mais",1,84743,1.18,0.764,11443
"6356","Costa Rica",2013,"Feminino","5 à 14 anos",1,357050,0.28,0.764,11443
"6357","Costa Rica",2014,"Masculino","55 à 74 anos",46,323941,14.2,0.766,11485
"6358","Costa Rica",2014,"Masculino","35 à 54 anos",76,616724,12.32,0.766,11485
"6359","Costa Rica",2014,"Masculino","25 à 34 anos",49,401836,12.19,0.766,11485
"6360","Costa Rica",2014,"Masculino","15 à 24 anos",43,416344,10.33,0.766,11485
"6361","Costa Rica",2014,"Masculino","75 anos ou mais",6,69706,8.61,0.766,11485
"6362","Costa Rica",2014,"Feminino","25 à 34 anos",12,392153,3.06,0.766,11485
"6363","Costa Rica",2014,"Feminino","15 à 24 anos",12,400170,3,0.766,11485
"6364","Costa Rica",2014,"Feminino","75 anos ou mais",2,88574,2.26,0.766,11485
"6365","Costa Rica",2014,"Feminino","35 à 54 anos",11,627502,1.75,0.766,11485
"6366","Costa Rica",2014,"Feminino","55 à 74 anos",5,340748,1.47,0.766,11485
"6367","Costa Rica",2014,"Feminino","5 à 14 anos",3,354701,0.85,0.766,11485
"6368","Costa Rica",2014,"Masculino","5 à 14 anos",3,371275,0.81,0.766,11485
"6369","Croatia",1995,"Masculino","75 anos ou mais",77,73500,104.76,0.694,4978
"6370","Croatia",1995,"Masculino","55 à 74 anos",216,418200,51.65,0.694,4978
"6371","Croatia",1995,"Masculino","35 à 54 anos",226,659600,34.26,0.694,4978
"6372","Croatia",1995,"Feminino","75 anos ou mais",39,147800,26.39,0.694,4978
"6373","Croatia",1995,"Masculino","25 à 34 anos",89,356100,24.99,0.694,4978
"6374","Croatia",1995,"Masculino","15 à 24 anos",73,334000,21.86,0.694,4978
"6375","Croatia",1995,"Feminino","55 à 74 anos",99,544100,18.2,0.694,4978
"6376","Croatia",1995,"Feminino","35 à 54 anos",65,649700,10,0.694,4978
"6377","Croatia",1995,"Feminino","25 à 34 anos",21,349900,6,0.694,4978
"6378","Croatia",1995,"Feminino","15 à 24 anos",17,322000,5.28,0.694,4978
"6379","Croatia",1995,"Masculino","5 à 14 anos",6,328700,1.83,0.694,4978
"6380","Croatia",1995,"Feminino","5 à 14 anos",1,313800,0.32,0.694,4978
